predictor,eu_summary,always_summary,clar_summary,rand_summary,policy_better_than_randomized,policy_better_than_randomized_answered,epc,epc_rand
Linear,"{'total': 1500, 'answer_rate': 0.102, 'clarify_rate': np.float64(0.0), 'acc_answered': np.float64(0.934640522875817), 'overall_acc': np.float64(0.09533333333333334), 'F1_score_answered': 0.6061253561253562, 'F1_score': 0.061791740270183415}","{'total': 1500, 'answer_rate': 1.0, 'clarify_rate': np.float64(0.0), 'acc_answered': np.float64(0.268), 'overall_acc': np.float64(0.268), 'F1_score_answered': 0.18426505179920927, 'F1_score': 0.18426505179920927}","{'total': 1500, 'answer_rate': 1.0, 'clarify_rate': np.float64(1.0), 'acc_answered': np.float64(0.39), 'overall_acc': np.float64(0.39), 'F1_score_answered': 0.2885088928743123, 'F1_score': 0.2885088928743123}","{'total': 1500, 'answer_rate': 1.0, 'clarify_rate': np.float64(0.0), 'acc_answered': np.float64(0.268), 'overall_acc': np.float64(0.268), 'F1_score_answered': 0.18426505179920927, 'F1_score': 0.18426505179920927}","(np.False_, np.float64(2.8346134643595393e-58))","(np.False_, np.float64(nan))",0.0,0.0
