predictor,eu_summary,always_summary,clar_summary,rand_summary,policy_better_than_randomized,policy_better_than_randomized_answered,epc,epc_rand
LightGBM,"{'total': 15000, 'answer_rate': 0.7796, 'clarify_rate': np.float64(0.6352666666666666), 'acc_answered': np.float64(0.7987001881306653), 'overall_acc': np.float64(0.6226666666666667), 'F1_score_answered': 0.4721751616505654, 'F1_score': 0.3558909484820047}","{'total': 15000, 'answer_rate': 1.0, 'clarify_rate': np.float64(0.0), 'acc_answered': np.float64(0.5757333333333333), 'overall_acc': np.float64(0.5757333333333333), 'F1_score_answered': 0.26682500496995726, 'F1_score': 0.26682500496995726}","{'total': 15000, 'answer_rate': 1.0, 'clarify_rate': np.float64(1.0), 'acc_answered': np.float64(0.7520666666666667), 'overall_acc': np.float64(0.7520666666666667), 'F1_score_answered': 0.4577578024280566, 'F1_score': 0.4577578024280566}","{'total': 15000, 'answer_rate': 1.0, 'clarify_rate': np.float64(0.6352666666666666), 'acc_answered': np.float64(0.6866), 'overall_acc': np.float64(0.6866), 'F1_score_answered': 0.3895677655645058, 'F1_score': 0.3895677655645058}","(np.False_, np.float64(2.510318171583375e-91))","(np.True_, np.float64(6.526610213015588e-63))",0.17410011543708678,0.17651379997901143
