predictor,eu_summary,always_summary,clar_summary,rand_summary,policy_better_than_randomized,policy_better_than_randomized_answered,epc,epc_rand
MLP,"{'total': 1500, 'answer_rate': 0.998, 'clarify_rate': np.float64(0.0), 'acc_answered': np.float64(0.6219104876419506), 'overall_acc': np.float64(0.6206666666666667), 'F1_score_answered': 0.2556287753981329, 'F1_score': 0.25531331413684355}","{'total': 1500, 'answer_rate': 1.0, 'clarify_rate': np.float64(0.0), 'acc_answered': np.float64(0.6213333333333333), 'overall_acc': np.float64(0.6213333333333333), 'F1_score_answered': 0.25548245614035087, 'F1_score': 0.25548245614035087}","{'total': 1500, 'answer_rate': 1.0, 'clarify_rate': np.float64(1.0), 'acc_answered': np.float64(0.6213333333333333), 'overall_acc': np.float64(0.6213333333333333), 'F1_score_answered': 0.25548245614035087, 'F1_score': 0.25548245614035087}","{'total': 1500, 'answer_rate': 1.0, 'clarify_rate': np.float64(0.0), 'acc_answered': np.float64(0.6213333333333333), 'overall_acc': np.float64(0.6213333333333333), 'F1_score_answered': 0.25548245614035087, 'F1_score': 0.25548245614035087}","(np.False_, np.float64(0.31731050786291115))","(np.False_, np.float64(nan))",0.0,0.0
