predictor,eu_summary,always_summary,clar_summary,rand_summary,policy_better_than_randomized,policy_better_than_randomized_answered,epc,epc_rand
Linear,"{'total': 1500, 'answer_rate': 0.9986666666666667, 'clarify_rate': np.float64(0.0), 'acc_answered': np.float64(0.6221628838451269), 'overall_acc': np.float64(0.6213333333333333), 'F1_score_answered': 0.25569272976680385, 'F1_score': 0.25548245614035087}","{'total': 1500, 'answer_rate': 1.0, 'clarify_rate': np.float64(0.0), 'acc_answered': np.float64(0.6213333333333333), 'overall_acc': np.float64(0.6213333333333333), 'F1_score_answered': 0.25548245614035087, 'F1_score': 0.25548245614035087}","{'total': 1500, 'answer_rate': 1.0, 'clarify_rate': np.float64(1.0), 'acc_answered': np.float64(0.6213333333333333), 'overall_acc': np.float64(0.6213333333333333), 'F1_score_answered': 0.25548245614035087, 'F1_score': 0.25548245614035087}","{'total': 1500, 'answer_rate': 1.0, 'clarify_rate': np.float64(0.0), 'acc_answered': np.float64(0.6213333333333333), 'overall_acc': np.float64(0.6213333333333333), 'F1_score_answered': 0.25548245614035087, 'F1_score': 0.25548245614035087}","(np.False_, np.float64(nan))","(np.False_, np.float64(nan))",0.0,0.0
